Priority,UPC,Item Name,Brand,Vendors,Vendor List,Min Price,Avg Price
867,719346564601,"Juicy Couture Couture Couture EDP for Women | 1 oz / 30 ml",Juicy Couture,3,"Cosmo; PWW; BS",12.1,13.15
868,94922912282,"Christian Audigier Ed Hardy Love & Luck EDP for Women | 3.4 oz / 100 ml",N/A,3,"PWW; BS; Perfume Center",12.25,13.58
869,6290360592725,"LATTAFA PRIDE RAW HUMAN 3.4 EDP  (125412)0",N/A,3,"United; French; MTZ",12.25,16.25
870,6290360592695,"Lattafa Pride Affection 3.4 EDP Sp Unisex",N/A,3,"French; ET; MTZ",12.25,14.75
871,6294015107098,"ARMAF LEGESI WOMAN EDP SP 3.4oz",N/A,3,"BS; French; MTZ",12.25,13.92
872,98691045448,"Juicy Couture Dirty English EDT for Men | 3.4 oz / 100 ml - SPR",Juicy Couture,3,"Cosmo; Network; Classic",12.3,14.45
873,88300603305,"Calvin Klein Obsession EDP for Women | 1.7 oz / 50 ml - SPR",Calvin Klein,3,"Cosmo; Network; MTZ",12.45,13.86
874,844061000605,"Perry Ellis 360 EDT for Men | 1.7 oz / 50 ml",Perry Ellis,3,"Cosmo; PWW; BS",12.5,13.25
875,3360373048861,"Cacharel Eden EDP for Women | 1 oz / 30 ml",Cacharel,3,"Cosmo; PWW; BS",12.5,13.42
876,608940546246,"MARC ECKO BLUE 3.4 EDT SPR (M)",N/A,3,"PWW; BS; Classic",12.5,13.88
877,855560005848,"USHER(W) EDP SP 3.4+3.4B/L+3.4S/G",N/A,3,"PWW; Classic; BS",12.5,17.70
878,856515004015,"Hummer Fragrance Hummer EDT for Men | 4.2 oz / 125 ml",Hummer Fragrance,3,"PWW; CBS; Classic",12.5,14.00
879,6298463856485,"PARIS CORNER QISSA PINK 3.4 EAU DE PARFUM SPRAY FOR WOMEN",GOUTAL PARIS,3,"PWW; MTZ; Classic",12.5,13.50
880,603531784021,"Tommy Bahama Set Sail Martinique EDP for Women | 3.4 oz / 100 ml",Tommy Bahama,3,"PWW; BS; French",12.5,13.30
881,603531784267,"Tommy Bahama Very Cool EDP for Women | 3.4 oz / 100 ml",Tommy Bahama,3,"PWW; BS; French",12.5,13.36
882,603531784151,"Tommy Bahama For Her EDP for Women | 3.4 oz / 100 ml - SPR",Tommy Bahama,3,"PWW; BS; French",12.5,13.92
883,6294015189551,"ARMAF ODYSSEY 2.0 EDP M  (128636)",N/A,3,"PWW; BS; MTZ",12.5,13.67
884,697051000174,"Reyane Insurrection EDT for Men | 3.3 oz / 100 ml",Reyane,3,"PWW; CBS; Classic",12.75,14.75
885,719346181051,"Halston Z-14 Cologne for Men | 8 oz / 236 ml",Halston,3,"Cosmo; PWW; BS",13,14.32
886,603531784038,"Tommy Bahama Set Sail Martinique EDC for Men | 3.4 oz / 100 ml",Tommy Bahama,3,"PWW; BS; French",13,13.75
887,6294015153583,"ARMAF TRES NUIT VALENTINA POUR FEMME EDP SP 3.4oz",JO MILANO,3,"CBS; BS; ET",13,14.33
888,3386460132787,"MONT BLANC SIGNATURE ABSOLUE(W)EDP SP 1.0oz(LI FREE)                                                 ",Dolce & Gabbana,3,"Cosmo; Perfume Center; MTZ",13.3,14.60
889,85715593009,"Oscar de la Renta Oscar Pour Lui EDT for Men | 3 oz / 90 ml - SPR",N/A,3,"Network; CBS; Classic",13.5,14.69
890,3414200640015,"Joop Jump EDT for Men | 3.4 oz / 100 ml",Joop!,3,"BS; Haz; ET",13.5,14.00
891,6291108735558,"AL HAMBRA JEAN LOWE MATIERE 100ML EDP SPRAY",N/A,3,"PWW; French; Classic",13.5,14.33
892,3700066700735,"INSURRECTION II PURE M 3.4 EDT SPRAY ",N/A,3,"CBS; Classic; Luxury",13.5,14.80
893,3351500020362,"AZZARO CHROME 1.0OZ EDT MEN",N/A,3,"MTZ; Classic; Luxury",13.5,17.42
894,3414200204415,"Zino Davidoff Davidoff Adventure EDT for Men | 3.4 oz / 100 ml",Davidoff,3,"Haz; French; Luxury",13.75,21.00
895,6291108738214,"AL QIAM GOLD 3.4oz EDP (M)",N/A,3,"French; MTZ; Luxury",13.75,21.58
896,98691005008,"Liz Claiborne Curve Cologne for Men | 4.2 oz / 125 ml - Tester",Liz Claiborne,3,"Cosmo; BS; Classic",13.8,14.68
897,3423470480986,"Issey Miyake L'Eau De Issey EDT for Women | 0.84 oz / 25 ml",Issey Miyake,3,"ET; MTZ; Classic",13.95,14.98
898,6290360594231,"LATTAFA HAYAATIM 100ML EDP SPRAY",Victoria's Secret,3,"Aairie; PWW; French",14,31.33
899,3360373054749,"Paloma Picasso EDT for Women | 3.4 oz / 100 ml",Paloma Picasso,3,"Cosmo; BS; ET",14,15.07
900,3386460126632,"COACH OPEN ROAD EDT 60ML",N/A,3,"Cosmo; MTZ; Classic",14,15.90
901,85715320711,"Parlux Fragrances Guess EDT for Men | 2.5 oz / 75 ml - SPR",N/A,3,"Network; ET; Classic",14,14.63
902,8431754000541,"Jesus del Pozo Halloween EDT for Women | 3.4 oz / 100 ml - SPR - Tester",Jesus del Pozo,3,"Network; Haz; MTZ",14,14.88
903,6294015102529,"ARMAF EL CIELO POUR HOMME EDP SP 3.4oz",N/A,3,"CBS; BS; MTZ",14,15.58
904,6294015107135,"ARMAF RADICAL BLUE (M) EDP SP 3.4oz",N/A,3,"BS; French; MTZ",14,15.17
905,6291108738481,"LATTAFA - SAKEENA 3.4 EDP SP.",N/A,3,"French; MTZ; Classic",14,16.17
906,6290360592800,"LATTAFA NATURAL OUD 3.4 EDP SPR (M)",N/A,3,"French; MTZ; Classic",14,17.00
907,6294015188622,"ARMAF "ODYSSEY CANDEE" EDP SPR 3.4 L (Clean)",N/A,3,"Perfume Center; MTZ; Classic",14,16.00
908,20714881436,"Clinique Happy Heart Parfum for Women | 1.7 oz / 50 ml - SPR",N/A,3,"Network; BS; Classic",14.5,15.75
909,3614272631915,"Diesel Spirit Of The Brave EDT 1.7 oz Spray M",Burberry,3,"Cosmo; French; Luxury",14.6,20.03
910,31655644844,"CALVIN KLIEN MAN 3.4 EDT SP.",N/A,3,"French; MTZ; Luxury",14.75,18.42
911,608940581391,"Paris Hilton Ruby Rush W 3.4 edp spr",N/A,3,"Cosmo; BS; Perfume Center",14.8,15.77
912,6290360598352,"LATTAFA THE KINGDOM 3.4 EDP L  (128576)",N/A,3,"French; MTZ; Classic",14.9,16.47
913,6294015109313,"ARMAF ODYSSEY POUR HOMME 100ML EDP SPRAY",N/A,3,"BS; MTZ; Classic",14.95,16.32
914,3360373063703,"Cacharel Amor Amor EDT for Women | 1.7 oz / 50 ml",Cacharel,3,"Cosmo; BS; Perfume Center",15,15.75
915,608940561744,"Kenneth Cole White EDP for Women | 3.4 oz / 100 ml",Kenneth Cole,3,"Cosmo; Network; BS",15,15.44
916,716393810149,"Paul Sebastian Ps Cologne for Men | 4 oz / 120 ml - SPR",Paul Sebastian,3,"Cosmo; BS; French",15,15.92
917,6291108738498,"Lattafa Emaan Eau de Parfum 100ml",N/A,3,"PWW; French; Classic",15,16.08
918,3610400038380,"LOMANI [W] AB SPIRIT MILLIONAIRE "NAEIM" 3.3 Oz PARFUM SPR [WHITE-PINK BOX]",N/A,3,"PWW; BS; MTZ",15,15.00
919,614514339046,"RASASI [W] RAA SOTOOR 3.33 Oz EAU DE PARFUM SPR",N/A,3,"United; French; MTZ",15,16.50
920,3360374507206,"Cacharel Anais Anais L'Original EDT for Women | 1.7 oz / 50 ml",Cacharel,3,"BS; Haz; Perfume Center",15,16.75
921,844061005105,"PERRY ELLIS 360 PiNK L 3.4oz ",Guess,3,"CBS; BS; Perfume Center",15,16.77
922,614514331033,"RASASI HAWAS BLACK (M)3.4oz EDP SP",N/A,3,"Classic; ET; Perfume Center",15,24.63
923,88300150410,"Calvin Klein Obsession Night EDP for Women | 3.4 oz / 100 ml",N/A,3,"BS; Perfume Center; Perfume Price",15,16.67
924,6290171002048,"Afnan Supremacy Pink Pour Femme Eau De Parfum 100ml",N/A,3,"BS; French; MTZ",15,16.42
925,27131086864,"Estee Lauder Beautiful EDP for Women | 1 oz / 30 ml",Estee Lauder,3,"Cosmo; Perfume Center; Classic",15.25,16.85
926,3607342166875,"Vera Wang Lovestruck EDP for Women | 3.4 oz / 100 ml",Vera Wang Fragrances,3,"Cosmo; Perfume Center; Classic",15.25,16.75
927,844061000636,"Perry Ellis Reserve EDT for Men | 3.4 oz / 100 ml",Perry Ellis,3,"CBS; Perfume Center; Classic",15.4,17.47
928,6290171000983,"AFNAN SUPREMACY GOLD EDP SP 3.4oz",N/A,3,"BS; MTZ; Classic",15.45,17.23
929,737052041490,"BOSS FEMME Tester ( W ) EDP SP 2.5 OZ ( no cap ) - Special",N/A,3,"Cosmo; French; Perfume Center",15.5,16.58
930,27131595045,"Estee Lauder Sensuous EDP for Women | 1.7 oz / 50 ml",Estee Lauder,3,"Cosmo; Perfume Center; Classic",15.5,17.05
931,6291108738238,"LATTAFA PRIDE ROYAL SAPPHIRE UNISEX 100ML EDP SPRAY",N/A,3,"United; French; MTZ",15.5,17.17
932,6294015102253,"ARMAF LA ROSA - EAU DE PARFUM 3.4 oz Women",Youngblood,3,"CBS; Perfume Price; Luxury",15.5,19.17
933,3616303463397,"CK ETERNITY REFLECTIONS WOMAN EDP SP 3.4oz",N/A,3,"Classic; French; Perfume Price",15.5,18.63
934,608940552513,"Vince Camuto Fiori W 3.4 edp spr",N/A,3,"Classic; BS; Perfume Price",15.5,19.75
935,6290360593135,"LATTAFA BADEE AL OUD HONOR & GLORY 3.4 EDP M  (125300)",N/A,3,"MTZ; Classic; Luxury",15.5,23.92
936,3605972455338,"Polo Sport Fresh EDT 4.2 oz Spray M",N/A,3,"Cosmo; French; Classic",15.6,16.53
937,3360373016341,"Cacharel Noa EDT for Women | 1.7 oz / 50 ml",Cacharel,3,"Cosmo; BS; Haz",15.7,16.23
938,844061011212,"PERRY ELLIS 360 VERY BLUE M 3.4",N/A,3,"United; Perfume Center; Classic",15.95,17.82
939,719346232982,"JUICY OUI JUICY COUTURE EDP SP 3.4oz TESTER",N/A,3,"Cosmo; Perfume Center; Classic",16,17.98
940,844061001176,"Perry Ellis Perry 18 EDT for Men | 3.3 oz / 100 ml - SPR",Perry Ellis,3,"Network; BS; Perfume Center",16,17.38
941,85805390600,"Elizabeth Arden 5th Avenue EDP for Women | 4.2 oz / 125 ml",N/A,3,"CBS; BS; Perfume Center",16,16.42
942,608940521601,"Paris Hilton Just Me EDP for Women | 3.4 oz / 100 ml",Paris Hilton,3,"United; BS; Perfume Center",16,16.83
943,608940580561,"Paris Hilton Pink Rush W 3.4 edp spr",ARD AL ZAAFRAN,3,"United; BS; Perfume Center",16,16.83
944,3386460136334,"KATE SPADE CHERIE(W)EDP SP 3.3oz(LI FREE)                                                            ",N/A,3,"Classic; French; Perfume Center",16.2,22.68
945,3386460071758,"JIMMY CHOO ILLICIT 3.4 EDP L TST W/CAP -  (107690)",N/A,3,"Cosmo; Classic; Perfume Center",16.25,18.86
946,608940573914,"Kenneth Cole for Her Eau De Parfum for Women | 3.4 oz / 100 ml - Spray",Kenneth Cole,3,"Network; BS; French",16.5,16.88
947,5060524510008,"Cristiano Ronaldo Cr7 Eau de Toilette 100ml",N/A,3,"United; Perfume Center; Perfume Price",16.5,19.10
948,3360370600062,"Paloma Picasso EDP for Women | 1.7 oz / 50 ml",Paloma Picasso,3,"BS; Perfume Center; Classic",16.5,20.33
949,3614227748484,"Burberry Weekend EDT for Men | 1.7 oz / 50 ml",Burberry,3,"Cosmo; Haz; Perfume Center",16.6,17.20
950,6294022301106,"ANFAR PISTACHIO KUNAFA DUBAI CHOCOLATE 2.7 EDP SPR (M)",N/A,3,"Classic; Perfume Center; Perfume Price",16.75,19.44
951,3386460149372,"TESTER TOUCH OF PINK (L) 3.0 EDT SP (WITH CAP)",N/A,3,"Cosmo; French; Perfume Center",17,18.08
952,3614227748569,"BURBERRY WEEKEND 3.3 EDT SPR TESTER (MEN)",N/A,3,"Network; Classic; Luxury",17,20.60
953,812256023999,"MINAJESTY 3.4 EDP L",N/A,3,"Network; CBS; Classic",17,17.88
954,608940533369,"Paris Hilton Can Can EDP for Women | 3.4 oz / 100 ml",Paris Hilton,3,"Network; BS; ET",17,18.00
955,8032529114076,"Salvatore Ferragamo Incanto Charms EDT for Women | 3.4 oz / 100 ml",Salvatore Ferragamo,3,"United; CBS; Perfume Price",17,17.33
956,85715950086,"DKNY BE DELICIOUS FRESH BLOSSOM 3.4OZ EDP WOMEN",N/A,3,"United; Classic; Perfume Center",17,19.50
957,85715950222,"DKNY NECTAR LOVE(W)EDP SP 3.4oz(LI FREE)                                                             ",N/A,3,"United; Classic; Perfume Center",17,19.25
958,3616301623373,"Hugo Boss Hugo Energise EDT for Men | 2.5 oz / 75 ml",Hugo Boss,3,"Haz; ET; Perfume Center",17,17.30
959,719346297257,"ED HARDY(W)(H/B)(LI FREE)2PC SET(3.4oz edp sp, 6.8oz Body Lotion)                                    ",N/A,3,"Classic; BS; Perfume Center",17,18.75
960,6290171040682,"Afnan Supremacy Incense Eau De Parfum 100ml",N/A,3,"BS; Classic; Perfume Price",17,17.50
961,608940557037,"Vince Camuto Homme Eau De Toilette for Men | 3.4 oz / 100 ml - Spray",Vince Camuto,3,"BS; Classic; Perfume Price",17,18.17
962,844061012417,"Perry Ellis Pure Blue by Perry Ellis for Men - 3.4 oz EDT Spray",N/A,3,"United; Perfume Center; Perfume Price",17.05,17.60
963,3616304062483,"Hugo Boss Jeans Eau de Toilette 75ml",N/A,3,"Cosmo; Perfume Center; Perfume Price",17.25,18.67
964,844061009493,"360 Collection Noir by Perry Ellis for Men - 3.4 oz EDT Spray",N/A,3,"United; Perfume Center; Perfume Price",17.25,17.92
965,810101501555,"Nicki Minaj Pink Friday EDP for Women | 3.4 oz / 100 ml - SPR",Nicki Minaj,3,"CBS; BS; Perfume Price",17.25,17.92
966,3386460101059,"EXPLORER/MONT BLANC EDP SPRAY 1.0 OZ (30 ML) (M)",N/A,3,"Cosmo; Perfume Center; Classic",17.35,18.50
967,3607342401426,"Calvin Klein Ck One Shock For Him Eau de Toilette 200ml",GIORGIO ARMANI,3,"Classic; French; Perfume Center",17.4,19.35
968,3614227748729,"Burberry Touch EDT for Men | 1.7 oz / 50 ml - SPR",Burberry,3,"Network; Classic; Perfume Price",17.45,19.09
969,3614223164462,"CK ALL 6.7 oz ",N/A,3,"Cosmo; CBS; BS",17.5,18.17
970,608940559239,"Vince Camuto Bella Eau de Parfum  for Women | 3.4 oz / 100 ml - Spray",Vince Camuto,3,"Cosmo; BS; Perfume Price",17.5,18.75
971,844061013872,"PERRY ELLIS VERY PINK L 3.4OZ EDP SPRAY - NEW",N/A,3,"United; Perfume Center; Perfume Price",17.5,18.33
972,844061013193,"PERRY ELLIS "BOLD RED" 3.3 OZ EDT SPR [M]",N/A,3,"United; Perfume Center; Perfume Price",17.5,18.75
973,85715950147,"DKNY Be Extra Delicious by Donna Karan for Women - 3.4 oz EDP Spray",N/A,3,"United; Perfume Center; Luxury",17.5,29.50
974,6294015138320,"THE PRIDE ROUGE  - EAU DE PARFUM SPRAY 3.4 oz W",N/A,3,"CBS; BS; Perfume Price",17.5,19.58
975,3614227748804,"BURBERRY TOUCH - EAU DE TOILETTE SPRAY 3.3 oz / 100 ml Men Tester",N/A,3,"Classic; Haz; French",17.5,19.00
976,719346297097,"LC-Curve Black (M) 4pc Set (4.2COLS,3.4ASB,3.4SG,1.7DSTK)",N/A,3,"Classic; BS; Perfume Center",17.5,20.25
977,3614273962391,"CHROME LEGEND 3.4 EDT SPRAY  NEW SIZE ",N/A,3,"Haz; Perfume Price; Luxury",17.5,20.00
978,6290171072607,"Afnan 9PM pour femme W 3.4 edp spr Purple Box",N/A,3,"United; French; Perfume Price",17.75,18.42
979,844061006164,"PERRY ELLIS COLLECTION W 3.4 O",N/A,3,"United; ET; Perfume Center",17.75,18.58
980,6290360599441,"LATTAFA BADE'E AL OUD NOBLE BLUSH (U) EDP 100ML",LATTAFA,3,"French; Classic; Perfume Price",17.75,18.33
981,844061009400,"360 CORAL 3.4 EDP L",N/A,3,"United; Classic; Perfume Center",17.9,20.35
982,3386460025836,"Jimmy Choo EDT for Women | 3.3 oz / 100 ml - Tester",Jimmy Choo,3,"Cosmo; Network; Classic",18,18.94
983,3386460048149,"JIMMY CHOO FLASH(W)(T)EDP SP 3.4oz(NO CAP,BOX)                                                       ",N/A,3,"Cosmo; Perfume Center; Perfume Price",18,19.50
984,603531640013,"Bijan EDT for Men | 2.5 oz / 75 ml",Bijan,3,"Network; BS; Classic",18,18.38
985,85715801067,"Alfred Dunhill Desire EDT for Men | 3.4 oz / 100 ml",N/A,3,"Network; Perfume Center; Classic",18,19.38
986,6291108738276,"Lattafa Nebras Eau de Parfum 100ml",N/A,3,"United; Classic; French",18,19.50
987,844061009462,"P.E. 360 COLLECTION ROSE W 3.4",N/A,3,"United; Perfume Center; Perfume Price",18,18.50
988,739581121216,"Marcella Borghese Il Bacio EDP for Women | 3.4 oz / 100 ml - SPR",Marcella Borghese,3,"BS; Classic; Perfume Center",18,20.63
989,844061014404,"PERRY ELLIS 1OZ M 3PC TRIO SET",N/A,3,"Classic; Perfume Center; Perfume Price",18,20.25
990,608940540060,"Jessica Simpson Fancy Love EDP for Women | 3.4 oz / 100 ml - SPR",Jessica Simpson,3,"French; Classic; Perfume Price",18,19.33
991,6290360590189,"Lattafa Maahir Legacy Lattafa Eau de Parfum 100ml",Victoria's Secret,3,"French; Classic; Perfume Price",18,18.17
992,3360372009641,"Guy Laroche Fidji EDT for Women | 3.4 oz / 100 ml",Guy Laroche,3,"Cosmo; Network; Luxury",18.1,27.53
993,85715336606,"GUESS UOMO ACQUA(M)EDT SP 3.4oz(LI FREE)                                                             ",N/A,3,"United; Perfume Center; Perfume Price",18.25,19.75
994,737052351018,"Hugo Boss Boss 6 EDT for Men | 1.7 oz / 50 ml",Hugo Boss,3,"BS; Classic; Perfume Center",18.25,24.19
995,85715806352,"Dunhill Icon Racing Blue EDP 3.4 oz Spray M",N/A,3,"Network; BS; Perfume Center",18.4,21.35
996,3770004268207,"DUMONT - NITRO BLACK M 3.4 EDP SP.",N/A,3,"United; French; Perfume Center",18.4,20.13
997,812256022527,"ARIANA GRANDE MOONLIGHT L 3.4 EDP SPRAY TESTER ....",N/A,3,"Classic; French; Perfume Center",18.4,19.23
998,3386460137553,"JIMMY CHOO Rose Passion Wom EDP (60ml)",N/A,3,"Cosmo; Classic; Perfume Price",18.5,19.02
999,3386460123525,"COACH DREAMS SUNSET/COACH EDP SPRAY 1.3 OZ (40 ML) (W)",Dolce & Gabbana,3,"Cosmo; Network; Classic",18.5,20.95
1000,3616304203657,"Escada Sorbetto Rosso Limited Edition Eau De Toilette 100ml",N/A,3,"Haz; Classic; Perfume Price",18.5,21.00
1001,85715167811,"Abercrombie & Fitch Naturally Fierce Eau De Parfum 100ml",N/A,3,"United; CBS; Luxury",18.5,23.17
1002,6294015182880,"ARMAF Uniq Forever For Men 3.4oz Edp Spray",N/A,3,"United; CBS; Perfume Price",18.5,20.17
1003,844061001084,"Perry Ellis Perry 18 EDP for Women | 3.4 oz / 100 ml",Perry Ellis,3,"CBS; ET; Perfume Center",18.5,19.00
1004,8052464890354,"SALVATORE FERRAGAMO SAVANE DI SETA(U)EDP SP 3.4oz(LI FREE)                                           ",N/A,3,"United; Perfume Center; Perfume Price",18.75,25.67
1005,3607347392637,"Joop! Jump Eau de Toilette 200ml",LANCOME,3,"Cosmo; Haz; Perfume Center",19,19.83
1006,85715329875,"Guess Man Gold EDT 2.5 oz Spray + Body Spray 6.0 oz + Shower Gel 6.7 oz M",N/A,3,"United; CBS; Perfume Center",19,19.82
1007,6291108738115,"LATTAFA PRIDE ETERNAL OUD 3.4 EDP U  (124235)",N/A,3,"United; French; Perfume Price",19,21.00
1008,22548366455,"Michael Kors Wonderlust  Eau De Parfum for Women | 1.7 oz / 50 ml - Spray",Michael Kors,3,"BS; French; Classic",19,24.00
1009,22548366462,"M KORS Wonderlust Wom EDP (30ml)",N/A,3,"BS; Classic; French",19,24.50
1010,3454960014664,"Lalique EDP for Women | 3.4 oz / 100 ml",Lalique,3,"Cosmo; Perfume Center; Perfume Price",19.25,20.67
1011,85715329912,"Guess by Marciano EDT 3.4 oz Spray + Shower Gel 6.7 oz + Body Spray 6.0 M",N/A,3,"Classic; Perfume Center; Luxury",19.25,23.31
1012,844061014756,"360 PURPLE 3PC 3.4 EDP SPR, 3.0 S/G, 0.25 oz EDP MINI (W)",N/A,3,"Classic; Perfume Center; Perfume Price",19.4,21.54
1013,3386460109581,"COACH DREAMS 1.35 ( W ) EDP SP 1.35 OZ",N/A,3,"Cosmo; Classic; Perfume Price",19.5,20.17
1014,88300139507,"Calvin Klein Eternity Moment EDP for Women | 3.4 oz / 100 ml",Calvin Klein,3,"Cosmo; United; French",19.5,20.75
1015,844061007963,"360 PURPLE ( W ) EDP SP 3.4 OZ",N/A,3,"United; Classic; Perfume Price",19.5,20.63
1016,3760060761897,"NITRO BLUE by DUMONT 3.4 EDP SPR (M)",N/A,3,"United; Perfume Center; Classic",19.5,21.17
1017,3605972386021,"RALPH LAUREN PONY 2 EDT 3.4oz",N/A,3,"United; Classic; French",19.5,20.50
1018,3386460028462,"Mont Blanc Starwalker EDT for Men | 2.5 oz / 75 ml",Mont Blanc,3,"United; ET; Perfume Center",19.5,20.33
1019,8436038834416,"Tous Man Sport EDT for Men | 3.4 oz / 100 ml",Tous,3,"ET; Perfume Center; Classic",19.5,20.92
1020,6085010091051,"ARMAF LE FEMME EDP SP 3.4oz+1.7oz PARF B/S+3.4ozB/L+8.4oz B/M",N/A,3,"CBS; French; Perfume Price",19.5,22.42
1021,3614226905147,"Burberry Brit Sheer Eau de Toilette 50ml",LANCOME,3,"Classic; Perfume Price; Luxury",19.5,23.00
1022,3614226905161,"Burberry Brit EDT for Men | 1.7 oz / 50 ml",Burberry,3,"Classic; Haz; Perfume Center",19.65,21.10
1023,3423478925557,"NARCISO RODRIGUEZ FOR HER EDT SP 1oz",N/A,3,"Cosmo; BS; Haz",19.75,23.75
1024,844061016750,"SET PERRY ELLIS 360 VERY BLUE MEN ( 4 PC ) 3.4 OZ EDT SP / BODY SPR 6.8 OZ /  SHOWER GEL 3.0 S/OZ / MINI",N/A,3,"United; Perfume Center; Perfume Price",19.75,21.25
1025,3614226905024,"BURBERRY TOUCH (W) EDP 100ML TESTER",N/A,3,"Classic; Haz; Perfume Price",19.75,22.31
1026,3386460025812,"Jimmy Choo EDP for Women | 3.3 oz / 100 ml - SPR - Tester",Jimmy Choo,3,"Network; Classic; Perfume Price",20,21.70
1027,6291100136605,"Al Haramain L'Aventure Blanche EDP for Women | 3.3 oz / 100 ml",Al Haramain,3,"United; Classic; Perfume Price",20,21.58
1028,3616301623298,"Hugo Boss Boss Selection Eau De Toilette for Men | 3.3 oz / 100 ml - Spray",Hugo Boss,3,"United; Perfume Center; Perfume Price",20,21.08
1029,8011003845507,"TOY 2/MOSCHINO EDP SPRAY NO CAP TESTER 3.4 OZ (100 ML) (W)",N/A,3,"Cosmo; Perfume Price; Luxury",20.25,27.92
1030,844061009547,"360 BLACK(M)EDT SP 6.8oz                                                                             ",N/A,3,"United; Perfume Center; Perfume Price",20.35,22.28
1031,855560005008,"Sean John Unforgivable EDT for Men | 4.2 oz / 125 ml",Sean John,3,"CBS; Perfume Center; Classic",20.4,23.47
1032,85715330239,"SET SEDUCTIVE WOMEN ( 4 PC ) 2.5 OZ EDT / 3.4 OZ BL / MINI  / POUCH",N/A,3,"United; CBS; Perfume Price",20.45,20.82
1033,3605520983979,"V&R FLOWER BOMB(L) 0.6OZ EDP",Adidas,3,"Cosmo; BS; French",20.5,24.58
1034,8011003995943,"Versace Pour Homme M 1.0 edt spr",N/A,3,"Cosmo; Haz; Perfume Center",20.5,21.67
1035,3360370600192,"Paloma Picasso EDP for Women | 3.4 oz / 100 ml",Paloma Picasso,3,"Network; Classic; Perfume Center",20.5,22.80
1036,8018365140103,"Gianni Versace Versace L'Homme EDT for Men | 3.3 oz / 100 ml",Gianni Versace,3,"United; Classic; Perfume Center",20.5,22.00
1037,6291100130597,"AL HARAMAIN AVENTURE INTENSE 3.4 EDP M  (121423)",N/A,3,"United; ET; Perfume Center",20.5,21.25
1038,6291100130092,"Al Haramain L'aventure Gold Eau De Parfum 100ml",Victoria's Secret,3,"United; CBS; Perfume Center",20.55,21.68
1039,3386460126595,"Coach Wild Rose Eau De Parfum 30ml",Dolce & Gabbana,3,"Cosmo; Classic; Perfume Price",20.75,21.58
1040,8011003839292,"MOSCHINO Toy2 Wom EDP (50ml)",N/A,3,"Cosmo; Classic; Perfume Center",20.75,22.63
1041,88300162543,"Calvin Klein Euphoria EDP for Women | 1.7 oz / 50 ml",N/A,3,"Network; Classic; French",21,23.75
1042,6290362340126,"SET LATTAFA ASAD ( 3 PC )3.4 OZ EDP / 6.7 OZ DEO / 1.7 OZ HAIRMIST",N/A,3,"United; ET; Perfume Price",21,21.50
1043,8431754502519,"HALLOWEEN MAN ROCK ON ( M ) EDT SP 4.2 OZ",N/A,3,"United; Perfume Center; Perfume Price",21,23.33
1044,6294015168136,"ARMAF MISS DAZZLING EDP SP 3.4oz",N/A,3,"BS; Classic; French",21,22.63
1045,6290171075141,"AFNAN KIAANA ANGEL WOMEN 3.4 OZ EDP SP",N/A,3,"Classic; Haz; French",21,22.31
1046,812256024286,"Ariana Grande Thank U Next Eau De Parfum 50ml",N/A,3,"Classic; Perfume Center; Perfume Price",21,23.63
1047,3595471024787,"MERCEDES BENZ [M] INTENSE 4.0 Oz EDT SPR [CYLINDER BOTTLE]",N/A,3,"Classic; French; Perfume Price",21,27.13
1048,6297001158029,"ORIENTICA XO XCLUSIF OUD SPORT 2.0 UNISEX EXTRAIT DE PARFUM SP  ",N/A,3,"ET; Perfume Center; Perfume Price",21,22.25
1049,8011003864072,"MOSCHINO Toy2 Bubble Gum USX EDT (50ml)",Kristin Ess,3,"Cosmo; Perfume Center; Perfume Price",21.25,22.40
1050,3616302931897,"Lacoste Booster Eau De Toilette for Men | 4.2 oz / 125 ml - Spray - New Packaging",Lacoste,3,"Network; United; French",21.5,24.17
1051,3386460036528,"BOUCHERON Jaipur Homme EDP for Men | 3.3 oz / 100 ml",BOUCHERON,3,"CBS; Perfume Center; Perfume Price",21.5,22.50
1052,6290171071518,"Afnan Tabacco Rush Eau De Parfum 80ml",N/A,3,"United; Classic; Perfume Price",21.75,22.56
1053,3616301799597,"EAU DE LACOSTE L.12.12 ROSE  EAU FRACHIE -  EAU DE TOILETTE SPRAY 3.3 oz",MAISON�FRANCIS�KURKDJIAN,3,"Nandansons; Perfume Center; PWW",22,25.83
1054,6290171075288,"AFNAN 9PM REBEL (RED) UNISEX 3.4 OZ EDP SP",N/A,3,"United; Perfume Center; Perfume Price",22,22.60
1055,6290360598888,"LATTAFA AFEEF MEN 3.4 OZ EDP SP",N/A,3,"United; Perfume Center; Luxury",22,26.83
1056,3760269849549,"LEMPICKA By LOLITA LEMPICKA ( M ) EDT SP 3.4 OZ",N/A,3,"United; Classic; ET",22,24.63
1057,3616304966545,"CALVIN KLEIN Ck One Unisex 3.4oz Edt Spray, 5.0oz Deo (H Box)",N/A,3,"United; Perfume Center; PWW",22,26.30
1058,3386460036429,"BOUCHERON Boucheron EDP for Men | 3.3 oz / 100 ml",BOUCHERON,3,"Classic; Perfume Center; Luxury",22,26.50
